INFO - train - Running command 'run_experiment'
INFO - train - Started run with ID "10"
2017-09-10 12:34:22.315489: I tensorflow/core/common_runtime/gpu/gpu_device.cc:940] Found device 0 with properties: 
name: Tesla M60
major: 5 minor: 2 memoryClockRate (GHz) 1.1775
pciBusID 0000:87:00.0
Total memory: 7.93GiB
Free memory: 7.86GiB
2017-09-10 12:34:22.315538: I tensorflow/core/common_runtime/gpu/gpu_device.cc:961] DMA: 0 
2017-09-10 12:34:22.315547: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   Y 
2017-09-10 12:34:22.315562: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla M60, pci bus id: 0000:87:00.0)
run, epoch, step, training accuracy, validation accuracy
0, 32, 1200, 0.9, 0.908813
0, 32, 1300, 0.92, 0.906554
0, 32, 1400, 0.89, 0.907588
0, 32, 1500, 0.86, 0.890966
0, 32, 1600, 0.85, 0.896749
0, 32, 1700, 0.87, 0.907051
0, 32, 1800, 0.86, 0.901919
0, 32, 1900, 0.97, 0.902379
0, 32, 2000, 0.89, 0.906056
0, 32, 2100, 0.9, 0.901881
0, 32, 2200, 0.9, 0.902839
0, 32, 2300, 0.87, 0.902264
0, 32, 2400, 0.92, 0.904332
0, 32, 2500, 0.94, 0.901766
0, 32, 2600, 0.93, 0.906247
0, 32, 2700, 0.91, 0.905366
0, 32, 2800, 0.97, 0.901268
0, 32, 2900, 0.95, 0.906285
0, 32, 3000, 0.89, 0.902992
0, 32, 3100, 0.94, 0.905902
0, 32, 3200, 0.94, 0.909234
0, 32, 3300, 0.89, 0.909043
0, 32, 3400, 0.95, 0.908392
0, 32, 3500, 0.92, 0.907702
0, 32, 3600, 0.97, 0.908928
0, 32, 3700, 0.93, 0.909196
0, 32, 3800, 0.91, 0.910383
0, 32, 3900, 0.87, 0.906668
0, 32, 4000, 0.93, 0.905251
0, 32, 4100, 0.92, 0.909962
0, 33, 0, 0.92, 0.904715
0, 33, 100, 0.89, 0.905519
0, 33, 200, 0.93, 0.905596
0, 33, 300, 0.92, 0.905711
0, 33, 400, 0.89, 0.90529
0, 33, 500, 0.89, 0.906668
0, 33, 600, 0.91, 0.903873
0, 33, 700, 0.93, 0.90843
0, 33, 800, 0.89, 0.907434
0, 33, 900, 0.93, 0.906285
0, 33, 1000, 0.94, 0.907434
0, 33, 1100, 0.97, 0.902647
0, 33, 1200, 0.87, 0.905902
0, 33, 1300, 0.93, 0.908124
0, 33, 1400, 0.91, 0.906285
0, 33, 1500, 0.89, 0.896902
0, 33, 1600, 0.95, 0.906822
0, 33, 1700, 0.93, 0.902226
0, 33, 1800, 0.87, 0.900043
0, 33, 1900, 0.95, 0.908315
0, 33, 2000, 0.91, 0.907396
0, 33, 2100, 0.86, 0.904485
0, 33, 2200, 0.93, 0.907128
0, 33, 2300, 0.92, 0.903949
0, 33, 2400, 0.91, 0.901498
0, 33, 2500, 0.88, 0.907894
0, 33, 2600, 0.91, 0.907281
0, 33, 2700, 0.87, 0.907243
0, 33, 2800, 0.93, 0.90349
0, 33, 2900, 0.88, 0.899928
0, 33, 3000, 0.92, 0.90437
0, 33, 3100, 0.87, 0.902417
0, 33, 3200, 0.9, 0.90349
0, 33, 3300, 0.95, 0.907779
0, 33, 3400, 0.79, 0.905366
0, 33, 3500, 0.92, 0.896749
0, 33, 3600, 0.93, 0.906247
0, 33, 3700, 0.9, 0.902724
0, 33, 3800, 0.9, 0.904064
0, 33, 3900, 0.9, 0.900732
0, 33, 4000, 0.94, 0.904945
0, 33, 4100, 0.94, 0.904064
0, 34, 0, 0.87, 0.905788
0, 34, 100, 0.9, 0.907281
0, 34, 200, 0.86, 0.907664
0, 34, 300, 0.92, 0.906975
0, 34, 400, 0.92, 0.906362
0, 34, 500, 0.9, 0.906745
0, 34, 600, 0.91, 0.901919
0, 34, 700, 0.91, 0.900694
0, 34, 800, 0.89, 0.902839
0, 34, 900, 0.95, 0.905749
0, 34, 1000, 0.88, 0.906477
0, 34, 1100, 0.92, 0.907128
0, 34, 1200, 0.91, 0.904524
0, 34, 1300, 0.92, 0.906132
0, 34, 1400, 0.9, 0.904753
0, 34, 1500, 0.91, 0.905902
0, 34, 1600, 0.92, 0.907013
0, 34, 1700, 0.91, 0.906247
0, 34, 1800, 0.95, 0.904677
0, 34, 1900, 0.9, 0.906668
0, 34, 2000, 0.92, 0.904945
0, 34, 2100, 0.91, 0.906094
0, 34, 2200, 0.96, 0.906707
0, 34, 2300, 0.88, 0.899622
0, 34, 2400, 0.87, 0.905979
0, 34, 2500, 0.88, 0.901383
0, 34, 2600, 0.92, 0.903796
0, 34, 2700, 0.91, 0.906936
0, 34, 2800, 0.86, 0.907473
0, 34, 2900, 0.93, 0.899085
0, 34, 3000, 0.85, 0.905328
0, 34, 3100, 0.89, 0.90123
0, 34, 3200, 0.88, 0.907396
0, 34, 3300, 0.85, 0.897515
0, 34, 3400, 0.92, 0.904409
0, 34, 3500, 0.85, 0.907511
0, 34, 3600, 0.89, 0.900847
0, 34, 3700, 0.93, 0.906056
0, 34, 3800, 0.93, 0.905213
0, 34, 3900, 0.89, 0.894375
0, 34, 4000, 0.93, 0.906975
0, 34, 4100, 0.93, 0.904792
0, 35, 0, 0.94, 0.907128
0, 35, 100, 0.86, 0.900809
0, 35, 200, 0.92, 0.907856
0, 35, 300, 0.89, 0.908468
0, 35, 400, 0.92, 0.905979
0, 35, 500, 0.88, 0.905558
0, 35, 600, 0.97, 0.906707
0, 35, 700, 0.94, 0.905902
0, 35, 800, 0.91, 0.908622
0, 35, 900, 0.91, 0.901575
0, 35, 1000, 0.87, 0.897975
0, 35, 1100, 0.93, 0.905136
0, 35, 1200, 0.91, 0.907013
0, 35, 1300, 0.92, 0.905979
0, 35, 1400, 0.93, 0.907664
0, 35, 1500, 0.86, 0.907779
0, 35, 1600, 0.92, 0.908851
0, 35, 1700, 0.91, 0.904447
0, 35, 1800, 0.95, 0.902379
0, 35, 1900, 0.9, 0.909962
0, 35, 2000, 0.89, 0.907358
0, 35, 2100, 0.97, 0.907243
0, 35, 2200, 0.98, 0.906132
0, 35, 2300, 0.96, 0.903413
0, 35, 2400, 0.92, 0.905405
0, 35, 2500, 0.91, 0.904868
0, 35, 2600, 0.86, 0.905711
0, 35, 2700, 0.96, 0.909311
0, 35, 2800, 0.88, 0.907358
0, 35, 2900, 0.87, 0.906477
0, 35, 3000, 0.94, 0.908047
0, 35, 3100, 0.89, 0.909196
0, 35, 3200, 0.91, 0.904294
0, 35, 3300, 0.92, 0.906094
0, 35, 3400, 0.89, 0.90303
0, 35, 3500, 0.88, 0.902839
0, 35, 3600, 0.89, 0.903987
0, 35, 3700, 0.93, 0.908315
0, 35, 3800, 0.94, 0.89449
0, 35, 3900, 0.91, 0.906247
0, 35, 4000, 0.94, 0.907473
0, 35, 4100, 0.93, 0.907894
0, 36, 0, 0.86, 0.907856
0, 36, 100, 0.9, 0.907588
0, 36, 200, 0.92, 0.907894
0, 36, 300, 0.89, 0.90506
0, 36, 400, 0.85, 0.909426
0, 36, 500, 0.92, 0.904562
0, 36, 600, 0.9, 0.906592
0, 36, 700, 0.94, 0.905941
0, 36, 800, 0.89, 0.903566
0, 36, 900, 0.91, 0.906668
0, 36, 1000, 0.92, 0.899698
0, 36, 1100, 0.89, 0.90686
0, 36, 1200, 0.87, 0.909119
0, 36, 1300, 0.92, 0.904524
0, 36, 1400, 0.95, 0.907128
0, 36, 1500, 0.92, 0.901881
0, 36, 1600, 0.87, 0.907434
0, 36, 1700, 0.88, 0.904064
0, 36, 1800, 0.94, 0.907281
0, 36, 1900, 0.89, 0.906324
0, 36, 2000, 0.93, 0.905979
0, 36, 2100, 0.92, 0.906783
0, 36, 2200, 0.91, 0.906247
0, 36, 2300, 0.92, 0.904945
0, 36, 2400, 0.94, 0.905941
0, 36, 2500, 0.96, 0.907473
0, 36, 2600, 0.91, 0.905558
0, 36, 2700, 0.89, 0.904753
0, 36, 2800, 0.93, 0.906439
0, 36, 2900, 0.93, 0.905826
0, 36, 3000, 0.9, 0.906592
0, 36, 3100, 0.85, 0.906745
0, 36, 3200, 0.95, 0.908277
0, 36, 3300, 0.87, 0.908353
0, 36, 3400, 0.93, 0.906668
0, 36, 3500, 0.93, 0.894451
0, 36, 3600, 0.87, 0.90617
0, 36, 3700, 0.88, 0.907741
0, 36, 3800, 0.89, 0.903298
0, 36, 3900, 0.91, 0.907128
0, 36, 4000, 0.88, 0.907626
0, 36, 4100, 0.94, 0.905175
0, 37, 0, 0.92, 0.908277
0, 37, 100, 0.93, 0.907588
0, 37, 200, 0.92, 0.906975
0, 37, 300, 0.95, 0.906554
0, 37, 400, 0.94, 0.905673
0, 37, 500, 0.91, 0.906745
0, 37, 600, 0.88, 0.903183
0, 37, 700, 0.92, 0.895639
0, 37, 800, 0.91, 0.906094
0, 37, 900, 0.95, 0.895294
0, 37, 1000, 0.89, 0.903068
0, 37, 1100, 0.86, 0.901192
0, 37, 1200, 0.93, 0.900081
0, 37, 1300, 0.92, 0.904217
0, 37, 1400, 0.97, 0.902724
0, 37, 1500, 0.92, 0.902953
0, 37, 1600, 0.92, 0.900885
0, 37, 1700, 0.89, 0.907932
0, 37, 1800, 0.88, 0.906171
0, 37, 1900, 0.95, 0.907166
0, 37, 2000, 0.97, 0.907281
0, 37, 2100, 0.9, 0.908354
0, 37, 2200, 0.91, 0.904983
0, 37, 2300, 0.93, 0.904792
0, 37, 2400, 0.9, 0.89966
0, 37, 2500, 0.88, 0.906362
0, 37, 2600, 0.92, 0.90123
0, 37, 2700, 0.94, 0.903834
0, 37, 2800, 0.93, 0.903068
0, 37, 2900, 0.88, 0.902111
0, 37, 3000, 0.89, 0.905098
0, 37, 3100, 0.91, 0.896634
0, 37, 3200, 0.94, 0.9082
0, 37, 3300, 0.87, 0.908315
0, 37, 3400, 0.87, 0.906898
0, 37, 3500, 0.93, 0.906745
0, 37, 3600, 0.92, 0.907741
0, 37, 3700, 0.87, 0.904677
0, 37, 3800, 0.89, 0.908507
0, 37, 3900, 0.91, 0.905941
0, 37, 4000, 0.94, 0.905328
0, 37, 4100, 0.94, 0.904715
0, 38, 0, 0.93, 0.905022
0, 38, 100, 0.89, 0.907779
0, 38, 200, 0.93, 0.907664
0, 38, 300, 0.87, 0.907281
0, 38, 400, 0.86, 0.907817
0, 38, 500, 0.88, 0.898741
0, 38, 600, 0.9, 0.9046
0, 38, 700, 0.89, 0.904217
0, 38, 800, 0.91, 0.90686
0, 38, 900, 0.82, 0.905634
0, 38, 1000, 0.94, 0.907051
0, 38, 1100, 0.94, 0.90617
0, 38, 1200, 0.84, 0.90889
0, 38, 1300, 0.91, 0.903183
0, 38, 1400, 0.89, 0.907511
0, 38, 1500, 0.89, 0.905022
0, 38, 1600, 0.87, 0.907281
0, 38, 1700, 0.9, 0.905864
0, 38, 1800, 0.91, 0.906362
0, 38, 1900, 0.92, 0.900005
0, 38, 2000, 0.9, 0.905941
0, 38, 2100, 0.93, 0.906975
0, 38, 2200, 0.91, 0.906056
0, 38, 2300, 0.87, 0.905366
0, 38, 2400, 0.9, 0.89943
0, 38, 2500, 0.89, 0.902226
0, 38, 2600, 0.88, 0.907205
0, 38, 2700, 0.89, 0.902762
0, 38, 2800, 0.93, 0.900847
0, 38, 2900, 0.84, 0.908277
0, 38, 3000, 0.94, 0.901575
0, 38, 3100, 0.93, 0.906975
0, 38, 3200, 0.89, 0.899239
0, 38, 3300, 0.94, 0.902226
0, 38, 3400, 0.89, 0.90483
0, 38, 3500, 0.93, 0.905826
0, 38, 3600, 0.93, 0.907166
0, 38, 3700, 0.92, 0.905481
0, 38, 3800, 0.9, 0.902954
0, 38, 3900, 0.84, 0.895677
0, 38, 4000, 0.91, 0.906362
0, 38, 4100, 0.92, 0.90709
0, 39, 0, 0.91, 0.903605
0, 39, 100, 0.88, 0.903451
0, 39, 200, 0.88, 0.905251
0, 39, 300, 0.9, 0.902034
0, 39, 400, 0.91, 0.903451
0, 39, 500, 0.95, 0.906515
0, 39, 600, 0.9, 0.902685
0, 39, 700, 0.95, 0.907511
0, 39, 800, 0.88, 0.905979
0, 39, 900, 0.91, 0.906592
0, 39, 1000, 0.92, 0.903911
0, 39, 1100, 0.94, 0.906822
0, 39, 1200, 0.91, 0.90663
0, 39, 1300, 0.89, 0.899545
0, 39, 1400, 0.87, 0.903911
0, 39, 1500, 0.95, 0.906324
0, 39, 1600, 0.91, 0.903566
0, 39, 1700, 0.88, 0.904179
0, 39, 1800, 0.84, 0.907741
0, 39, 1900, 0.95, 0.906439
0, 39, 2000, 0.93, 0.906477
0, 39, 2100, 0.88, 0.905443
0, 39, 2200, 0.93, 0.904179
0, 39, 2300, 0.86, 0.902226
0, 39, 2400, 0.92, 0.903719
0, 39, 2500, 0.92, 0.907166
0, 39, 2600, 0.91, 0.905175
0, 39, 2700, 0.9, 0.9064
0, 39, 2800, 0.94, 0.907281
0, 39, 2900, 0.92, 0.907741
0, 39, 3000, 0.92, 0.906362
0, 39, 3100, 0.94, 0.90709
0, 39, 3200, 0.94, 0.904141
0, 39, 3300, 0.92, 0.906132
0, 39, 3400, 0.9, 0.904945
0, 39, 3500, 0.88, 0.906247
0, 39, 3600, 0.87, 0.906362
0, 39, 3700, 0.92, 0.905558
0, 39, 3800, 0.95, 0.9028
0, 39, 3900, 0.91, 0.898779
0, 39, 4000, 0.89, 0.907281
0, 39, 4100, 0.88, 0.907817
